property_id,lat,lng,addr_street,suburb,Lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
48379,-37.804647,145.039747,38 Ridgeway Avenue,KEW,SOUTH GIPPSLAND,19904.0,1.894801524491499,12.0,1.0,2.0,0.0,0.0,0.0
84858,-37.883682,144.988724,30A Wave Street,ELWOOD,MORELAND,19955.0,1.0375978576067775,not available,0.0,111.0,50.0,47.0,25.0
84161,-37.85297,144.998199,55 The Avenue,WINDSOR,MAROONDAH,19957.0,0.6413156880175818,not available,0.0,23.0,3.0,2.0,1.0
65537,-37.78327,145.320886,1 Hartwell Court,MOOROOLBARK,WEST WIMMERA,19877.0,0.7642987772360169,46.0,1.0,0.0,0.0,0.0,0.0
55582,-37.838135,145.086639,36a Hunter Road,CAMBERWELL,MELBOURNE,19850.0,1.1715964755206767,23.0,1.0,23.0,11.0,8.0,5.0
62918,-37.836577,145.239579,4 Janet Court,HEATHMONT,HORSHAM,19871.0,1.017735506700656,37.0,1.0,0.0,0.0,0.0,0.0
95774,-37.924278,145.044937,41 London Street,BENTLEIGH,HOBSONS BAY,19938.0,0.8369235762750334,32.0,1.0,20.0,14.0,15.0,10.0
38482,-37.776982,145.031337,9A Yarana Road,ALPHINGTON,BANYULE,19931.0,0.15730455762260104,28.0,1.0,22.0,12.0,7.0,4.0
69139,-37.862136,145.031021,4 Pine Grove,MALVERN,BAW BAW,19944.0,0.48280286707152625,18.0,1.0,3.0,0.0,0.0,0.0
29544,-37.765241,144.99803,17 Beaconsfield Parade,NORTHCOTE,MURRINDINDI,20015.0,0.15312617786872915,29.0,1.0,0.0,0.0,0.0,0.0
20996,-37.761059,144.972253,3/8 North Street,BRUNSWICK,MARIBYRNONG,19967.0,1.018318348170105,18.0,1.0,22.0,7.0,5.0,3.0
21324,-37.762668,144.96086,5 West Street,BRUNSWICK,MARIBYRNONG,19967.0,0.15948845612489462,18.0,1.0,22.0,7.0,5.0,3.0
89916,-37.952259,145.059135,12 Clendon Court,CHELTENHAM,YARRA RANGES,19872.0,1.5742919070808437,37.0,1.0,5.0,3.0,2.0,1.0
14794,-37.749887,144.906749,8 Balmoral Street,ESSENDON,NILLUMBIK,20037.0,1.07535291288866,16.0,1.0,4.0,1.0,1.0,1.0
4867,-37.865916,144.821765,123 Railway Street North,ALTONA,BRIMBANK,19926.0,0.705900926760307,not available,0.0,77.0,34.0,21.0,12.0
94479,-37.911077,145.024779,1 Pascoe Avenue,BENTLEIGH,HOBSONS BAY,19940.0,1.1904755512479674,28.0,1.0,20.0,14.0,15.0,10.0
68091,-37.843436,145.014218,4/3 Stonehaven Court,TOORAK,MANNINGHAM,19946.0,0.8172758956185459,14.0,1.0,11.0,6.0,4.0,2.0
80843,-37.971806,145.216095,15 Vizard Street,DANDENONG,CARDINIA,19888.0,2.0975581810026327,46.0,1.0,25.0,10.0,5.0,3.0
58505,-37.806409,145.171622,11 Busana Way,NUNAWADING,STONNINGTON,19899.0,1.6060052767488733,28.0,1.0,19.0,4.0,3.0,1.0
77144,-37.92965,145.100274,1C The Parade,CLARINDA,BULOKE,19915.0,1.8629411086502516,31.0,1.0,0.0,0.0,0.0,0.0
89520,-37.948068,145.018515,4 Salisbury Street,SANDRINGHAM,PYRENEES,19948.0,1.2504659438933938,not available,0.0,0.0,0.0,0.0,0.0
37134,-37.636959,145.043256,25 Ilani Street,EPPING,FRANKSTON,20005.0,2.0711750435830867,51.0,1.0,3.0,3.0,2.0,1.0
73258,-37.859124,145.271922,21 Faraday Street,BORONIA,TOWONG,19869.0,1.105270174185633,44.0,1.0,0.0,0.0,0.0,0.0
18237,-37.690732,144.926943,15 Freda Street,BROADMEADOWS,WODONGA,20030.0,1.0715998061039025,32.0,1.0,3.0,0.0,0.0,0.0
69110,-37.868002,145.036786,36 Hunter Street,MALVERN,BAW BAW,19944.0,0.6865597283031205,18.0,1.0,3.0,0.0,0.0,0.0
31517,-37.759898,145.005946,87 Clarendon Street,THORNBURY,LATROBE,20014.0,0.843946210651828,31.0,1.0,2.0,2.0,1.0,0.0
16006,-37.701696,144.901515,21 Duranta Drive,GOWANBRAE,WYNDHAM,20032.0,1.4188980156020956,28.0,1.0,99.0,43.0,33.0,20.0
3258,-37.818184,144.891983,28 Ovens Street,YARRAVILLE,MITCHELL,19996.0,0.3161538331553501,not available,0.0,14.0,5.0,3.0,1.0
49628,-37.807774,145.095778,59 Narrak Road,BALWYN,HOBSONS BAY,19896.0,1.5550189820873048,25.0,1.0,20.0,14.0,15.0,10.0
7063,-37.781109,144.816422,86 King Edward Avenue,ALBION,MOIRA,20004.0,0.8239712672858147,23.0,1.0,0.0,0.0,-0.0,-0.0
92363,-37.98055,145.080342,6 Derwent Street,MENTONE,WEST WIMMERA,19865.0,1.3396012935314214,43.0,1.0,0.0,0.0,0.0,0.0
29028,-37.808107,144.99463,41 Charles Street,ABBOTSFORD,BANYULE,19977.0,0.3164520077044058,15.0,1.0,22.0,12.0,7.0,4.0
81997,-37.99114,145.232715,25 Blossom Drive,DOVETON,HINDMARSH,19888.0,2.0211046451638954,46.0,1.0,0.0,0.0,0.0,0.0
79798,-37.990788,145.167007,18 Parkland Court,KEYSBOROUGH,KINGSTON,19889.0,2.569524648161766,42.0,1.0,13.0,4.0,2.0,1.0
82974,-37.88558,145.245329,1/8 Philip Road,KNOXFIELD,SOUTHERN GRAMPIANS,19868.0,4.407309663957089,46.0,1.0,0.0,0.0,0.0,0.0
96716,-38.003254,145.262926,3 Albert Road,HALLAM,GLEN EIRA,19885.0,1.7208872205685026,50.0,1.0,15.0,4.0,2.0,1.0
94978,-37.924441,145.042906,18 London Street,BENTLEIGH,HOBSONS BAY,19938.0,0.6576868066653834,32.0,1.0,20.0,14.0,15.0,10.0
56553,-37.856373,145.125824,3 Sparks Avenue,BURWOOD,MARIBYRNONG,19875.0,2.1110476209178013,not available,0.0,22.0,7.0,5.0,3.0
55613,-37.840042,145.065653,4 Acheron Avenue,CAMBERWELL,MELBOURNE,19851.0,0.6313925834688134,21.0,1.0,23.0,11.0,8.0,5.0
17504,-37.704765,144.938217,6 Melbourne Avenue,GLENROY,WYNDHAM,20032.0,1.8493702460508992,28.0,1.0,99.0,43.0,33.0,20.0
73576,-37.865322,145.257807,35 Kleinert Road,BORONIA,TOWONG,19869.0,2.3978529719496824,44.0,1.0,0.0,0.0,0.0,0.0
296,-37.80147,144.891544,13 Buckingham Street,FOOTSCRAY,WHITTLESEA,20024.0,0.115352818951478,13.0,1.0,152.0,69.0,45.0,23.0
70723,-37.877838,145.107675,30 Melinga Crescent,CHADSTONE,MELTON,19840.0,0.6104975923066948,not available,0.0,87.0,28.0,19.0,10.0
19757,-37.671321,144.896766,49 Harricks Crescent,ATTWOOD,MOYNE,20030.0,2.3992397571555486,32.0,1.0,0.0,0.0,0.0,0.0
13635,-37.746912,144.909021,1 William Street,ESSENDON,NILLUMBIK,20036.0,1.0495274280062548,19.0,1.0,4.0,1.0,1.0,1.0
27749,-37.580563,144.908068,8 Cordyline Grove,CRAIGIEBURN,YARRA RANGES,40221.0,3.9072149879579006,41.0,1.0,5.0,3.0,2.0,1.0
47758,-37.802994,145.030024,11 Ellesmore Court,KEW,SOUTH GIPPSLAND,19904.0,2.132321080088366,12.0,1.0,2.0,0.0,0.0,0.0
33978,-37.698049,145.023909,17 Burbank Drive,RESERVOIR,EAST GIPPSLAND,20008.0,1.116736709908383,44.0,1.0,1.0,0.0,0.0,0.0
8359,-37.753029,144.788025,28 Grassland Circuit,CAIRNLEA,YARRA RANGES,20002.0,1.3953470275517224,28.0,1.0,5.0,3.0,2.0,1.0
47135,-37.708296,145.151006,4 Bellevue Road,ELTHAM,FRANKSTON,19987.0,0.6485668535140948,52.0,1.0,3.0,3.0,2.0,1.0
61902,-37.802559,145.238876,4 Bigola Street,RINGWOOD,MACEDON RANGES,19879.0,1.444754550370588,38.0,1.0,1.0,1.0,1.0,0.0
62747,-37.831275,145.23394,23 Ross Crescent,HEATHMONT,HORSHAM,19871.0,0.9895137760652775,37.0,1.0,0.0,0.0,0.0,0.0
88848,-37.955025,145.035919,4 Cloyne Street,HIGHETT,GREATER DANDENONG,19872.0,0.9015527669811463,37.0,1.0,36.0,9.0,6.0,3.0
30471,-37.770024,145.000028,9 Balgonie Place,NORTHCOTE,MURRINDINDI,20016.0,0.418411617987266,28.0,1.0,0.0,0.0,0.0,0.0
33542,-37.722001,145.003545,10 Reservoir Street,RESERVOIR,EAST GIPPSLAND,20010.0,0.6454983575973539,40.0,1.0,1.0,0.0,0.0,0.0
51933,-37.802296,145.173508,41 Darvall Street,DONVALE,CASEY,19899.0,2.041531359663102,28.0,1.0,69.0,22.0,14.0,7.0
40906,-37.705473,145.056162,6 Avon Court,BUNDOORA,WODONGA,19984.0,2.508842113761321,42.0,1.0,3.0,0.0,0.0,0.0
24704,-37.669582,144.95205,27 Stewart Grove,CAMPBELLFIELD,STRATHBOGIE,19960.0,0.6091696353679614,34.0,1.0,0.0,0.0,0.0,0.0
18583,-37.69202,144.930832,28 Graham Street,BROADMEADOWS,WODONGA,20031.0,1.364311535584864,30.0,1.0,3.0,0.0,0.0,0.0
33654,-37.703196,145.016723,115 Cheddar Road,RESERVOIR,EAST GIPPSLAND,20009.0,0.8226233780743387,41.0,1.0,1.0,0.0,0.0,0.0
81989,-37.988989,145.241045,24 Nigra Street,DOVETON,HINDMARSH,19888.0,2.7498830666131227,46.0,1.0,0.0,0.0,0.0,0.0
68986,-37.856857,145.04042,26 Euston Street,MALVERN,BAW BAW,19911.0,0.8418846930488532,not available,0.0,3.0,0.0,0.0,0.0
3986,-37.811457,144.889972,99 Gamon Street,YARRAVILLE,MITCHELL,19996.0,0.48907699619389533,not available,0.0,14.0,5.0,3.0,1.0
49468,-37.813232,145.09436,4 Connell Court,BALWYN,HOBSONS BAY,19896.0,1.2001714517500297,25.0,1.0,20.0,14.0,15.0,10.0
56542,-37.855372,145.118208,3 Goold Street,BURWOOD,MARIBYRNONG,19840.0,2.0994737774128995,not available,0.0,22.0,7.0,5.0,3.0
25820,-37.584725,144.915588,2 Kinglake Crescent,CRAIGIEBURN,YARRA RANGES,40221.0,3.0989175955277215,41.0,1.0,5.0,3.0,2.0,1.0
14779,-37.762723,144.892258,77 Clifton Street,ABERFELDIE,MITCHELL,20037.0,2.2353601800481187,16.0,1.0,14.0,5.0,3.0,1.0
42248,-37.741117,145.061461,43 Grandview Grove,ROSANNA,EAST GIPPSLAND,19936.0,0.45619921099056826,36.0,1.0,1.0,0.0,0.0,0.0
10149,-37.793413,144.929768,168 Bellair Street,KENSINGTON,SOUTH GIPPSLAND,20041.0,0.07809358885099137,9.0,1.0,2.0,0.0,0.0,0.0
90053,-37.95758,145.065014,15 Fairview Avenue,CHELTENHAM,YARRA RANGES,19866.0,1.364360632091881,40.0,1.0,5.0,3.0,2.0,1.0
49123,-37.807001,145.076348,18 Henley Street,BALWYN,HOBSONS BAY,19893.0,1.992966894525129,20.0,1.0,20.0,14.0,15.0,10.0
77136,-37.943517,145.110093,18 Bushland Avenue,CLARINDA,BULOKE,19915.0,2.288254161206177,31.0,1.0,0.0,0.0,0.0,0.0
71952,-37.847664,145.26149,1/59 Orange Grove,BAYSWATER,INDIGO,19870.0,0.8818577059408441,41.0,1.0,-1.0,0.0,0.0,0.0
24194,-37.709526,144.971111,23 Frederick Street,FAWKNER,MONASH,19962.0,1.0897118391834761,28.0,1.0,16.0,4.0,3.0,2.0
45446,-37.701413,145.123881,7 Sunderland Rise,GREENSBOROUGH,GLEN EIRA,19985.0,1.4056605486095182,46.0,1.0,15.0,4.0,2.0,1.0
58696,-37.811977,145.179826,2/340 Springfield Road,NUNAWADING,STONNINGTON,19899.0,1.0537275214650728,28.0,1.0,19.0,4.0,3.0,1.0
40007,-37.715303,145.031563,20 Club Avenue,KINGSBURY,ALPINE,20009.0,2.1092327403883524,41.0,1.0,0.0,0.0,0.0,0.0
87417,-37.942329,145.013245,17 David Street,HAMPTON,WYNDHAM,19949.0,1.1415854454482084,not available,0.0,99.0,43.0,33.0,20.0
38593,-37.76712,145.051498,13 Ashby Grove,IVANHOE,BASS COAST,19934.0,0.4484208590413256,33.0,1.0,0.0,0.0,0.0,0.0
55745,-37.836614,145.064761,5 Judd Street,CAMBERWELL,MELBOURNE,19851.0,0.4969110021436268,21.0,1.0,23.0,11.0,8.0,5.0
62291,-37.786463,145.253728,8 Barnston Place,RINGWOOD,MACEDON RANGES,19878.0,2.5661187322204895,42.0,1.0,1.0,1.0,1.0,0.0
65022,-37.798286,145.317673,1 Dallas Court,KILSYTH,SURF COAST,19877.0,1.5766325882628256,46.0,1.0,1.0,0.0,0.0,0.0
45366,-37.697523,145.127965,61 Tallow Wood Drive,GREENSBOROUGH,GLEN EIRA,19985.0,1.878410805442631,46.0,1.0,15.0,4.0,2.0,1.0
87482,-37.942347,145.016352,2 Nicol Street,HAMPTON,WYNDHAM,19948.0,1.3641815298651,not available,0.0,99.0,43.0,33.0,20.0
23935,-37.70658,144.963189,118 Major Road,FAWKNER,MONASH,19961.0,0.7589755189840054,30.0,1.0,16.0,4.0,3.0,2.0
93774,-37.983897,145.08409,94 Lower Dandenong Road,PARKDALE,STONNINGTON,19864.0,1.2282316164250349,45.0,1.0,19.0,4.0,3.0,1.0
77744,-37.939153,145.214873,22 Royal Oak Court,MULGRAVE,MACEDON RANGES,19890.0,4.567090352221884,41.0,1.0,1.0,1.0,1.0,0.0
81955,-37.986653,145.246841,21 Louis Street,DOVETON,HINDMARSH,19888.0,3.277109233192974,46.0,1.0,0.0,0.0,0.0,0.0
18896,-37.688515,144.922043,45 Jacana Avenue,BROADMEADOWS,WODONGA,20030.0,0.6449834208267218,32.0,1.0,3.0,0.0,0.0,0.0
55454,-37.835112,145.089138,2A Mabel Street,CAMBERWELL,MELBOURNE,19894.0,1.2043850867354606,22.0,1.0,23.0,11.0,8.0,5.0
60592,-37.835703,145.20363,21 Ellad Close,VERMONT,CENTRAL GOLDFIELDS,19901.0,2.0368646898988154,32.0,1.0,0.0,0.0,0.0,0.0
45978,-37.712168,145.119985,22b Graeme Avenue,MONTMORENCY,PORT PHILLIP,19986.0,0.3734064500109464,48.0,1.0,25.0,8.0,5.0,3.0
9700,-37.856122,144.715009,91 Bridgewater Way,TRUGANINA,CENTRAL GOLDFIELDS,46468.0,3.2351297158092827,not available,0.0,0.0,0.0,0.0,0.0
48809,-37.808025,145.030341,9 Fenton Avenue,KEW,SOUTH GIPPSLAND,19904.0,1.5894923461690573,12.0,1.0,2.0,0.0,0.0,0.0
72501,-37.852078,145.246971,6 Dennis Court,BAYSWATER,INDIGO,19870.0,2.188209604340914,41.0,1.0,-1.0,0.0,0.0,0.0
34626,-37.711319,145.00264,3/38 Barton Street,RESERVOIR,EAST GIPPSLAND,20009.0,0.7154025965200717,41.0,1.0,1.0,0.0,0.0,0.0
11615,-37.77192,144.880468,8 Ribbony Way,MARIBYRNONG,BAW BAW,20027.0,2.9304469689549597,not available,0.0,3.0,0.0,0.0,0.0
90844,-37.970767,145.067239,57 Wallingford Street,CHELTENHAM,YARRA RANGES,19866.0,1.2035234816741003,40.0,1.0,5.0,3.0,2.0,1.0
67575,-37.739322,145.340911,55 Kingsburgh Lane,LILYDALE,FRANKSTON,19876.0,1.8996039593761118,51.0,1.0,3.0,3.0,2.0,1.0
28320,-37.794884,144.98233,491 George Street,FITZROY,NILLUMBIK,19975.0,1.1675424938722598,18.0,1.0,4.0,1.0,1.0,1.0
87906,-37.944853,145.014426,7 Austin Road,HAMPTON,WYNDHAM,19948.0,1.0590477273423897,not available,0.0,99.0,43.0,33.0,20.0
82705,-37.903646,145.269212,29 Langhorne Crescent,ROWVILLE,BALLARAT,19868.0,3.3468981276760377,46.0,1.0,2.0,1.0,1.0,0.0
21183,-37.764928,144.971808,4 Church Street,BRUNSWICK,MARIBYRNONG,19967.0,1.061439556253861,18.0,1.0,22.0,7.0,5.0,3.0
56233,-37.855604,145.126933,15 Malvina Street,BURWOOD,MARIBYRNONG,19875.0,2.1897446084705847,not available,0.0,22.0,7.0,5.0,3.0
10440,-37.784744,144.924728,34 Illawarra Road,FLEMINGTON,WHITTLESEA,20040.0,0.4717445780694274,10.0,1.0,152.0,69.0,45.0,23.0
45273,-37.690395,145.097534,55 Booyan Crescent,GREENSBOROUGH,GLEN EIRA,19985.0,1.7800596007421259,46.0,1.0,15.0,4.0,2.0,1.0
69702,-37.861244,145.090744,2/15 Mernda Ave,ASHBURTON,DAREBIN,19848.0,0.8300509074160685,27.0,1.0,41.0,21.0,15.0,8.0
7484,-37.748715,144.760925,40 Fairfax Circuit,ALBANVALE,HEPBURN,20002.0,3.470479779086285,28.0,1.0,-1.0,0.0,0.0,0.0
59015,-37.804706,145.181004,5 Trevor Court,NUNAWADING,STONNINGTON,19900.0,1.7674454864218447,31.0,1.0,19.0,4.0,3.0,1.0
47845,-37.810504,145.042947,129 Wellington Street,KEW,SOUTH GIPPSLAND,19904.0,1.3478884334483254,12.0,1.0,2.0,0.0,0.0,0.0
68725,-37.848381,145.038147,10 Ethel Street,MALVERN,BAW BAW,19911.0,0.33377883024974736,not available,0.0,3.0,0.0,0.0,0.0
35672,-37.709944,145.015972,85 Crookston Road,RESERVOIR,EAST GIPPSLAND,20009.0,0.6124447865882433,41.0,1.0,1.0,0.0,0.0,0.0
55372,-37.838116,145.061386,25 Rowell Avenue,CAMBERWELL,MELBOURNE,19851.0,0.8277605249062829,21.0,1.0,23.0,11.0,8.0,5.0
50902,-37.773465,145.104256,170 Ayr Street,DONCASTER,MORELAND,19935.0,4.246221690354962,34.0,1.0,111.0,50.0,47.0,25.0
80396,-37.983356,145.166351,6 Lugarno Court,KEYSBOROUGH,KINGSTON,19890.0,2.0209580917918837,41.0,1.0,13.0,4.0,2.0,1.0
90847,-37.963945,145.080971,58 Jells Road,CHELTENHAM,YARRA RANGES,19866.0,2.3374996854934063,40.0,1.0,5.0,3.0,2.0,1.0
33378,-37.694989,145.010076,1 Mahoneys Road,RESERVOIR,EAST GIPPSLAND,20008.0,0.1597864414821512,44.0,1.0,1.0,0.0,0.0,0.0
66572,-37.761985,145.332942,6 Thornton Court,MOOROOLBARK,WEST WIMMERA,19876.0,1.485769773266708,51.0,1.0,0.0,0.0,0.0,0.0
76510,-37.916978,145.135172,10 Arnott St,CLAYTON,HINDMARSH,19915.0,1.5452428895811687,31.0,1.0,0.0,0.0,0.0,0.0
59644,-37.827124,145.188428,22 Carween Avenue,MITCHAM,PORT PHILLIP,19900.0,1.0613772399893697,31.0,1.0,25.0,8.0,5.0,3.0
17286,-37.698749,144.946341,45 May Street,GLENROY,WYNDHAM,19961.0,1.1245889741449406,30.0,1.0,99.0,43.0,33.0,20.0
82744,-37.90818,145.267975,34 Kellbourne Drive,ROWVILLE,BALLARAT,19868.0,3.798851795431643,46.0,1.0,2.0,1.0,1.0,0.0
87552,-37.931125,144.999214,25 Margarita Street,HAMPTON,WYNDHAM,19949.0,0.7880353067136143,not available,0.0,99.0,43.0,33.0,20.0
29258,-37.769363,145.004504,11 Hopetoun Street,NORTHCOTE,MURRINDINDI,20016.0,0.8138252168821731,28.0,1.0,0.0,0.0,0.0,0.0
15127,-37.738717,144.923467,23 Grammar Street,STRATHMORE,KNOX,20035.0,0.6396802991449105,21.0,1.0,23.0,5.0,3.0,2.0
20199,-37.794069,144.97287,51 Neill Street,CARLTON,STRATHBOGIE,19843.0,1.8907305447153993,2.0,1.0,0.0,0.0,0.0,0.0
66954,-37.748287,145.337191,114 Victoria Road,LILYDALE,FRANKSTON,19876.0,1.2268161901303822,51.0,1.0,3.0,3.0,2.0,1.0
51601,-37.793007,145.12709,6A Myers Court,DONCASTER,MORELAND,20042.0,2.960309906005345,22.0,1.0,111.0,50.0,47.0,25.0
67762,-37.740508,145.341833,9 Revenue Place,LILYDALE,FRANKSTON,19876.0,1.749094879166538,51.0,1.0,3.0,3.0,2.0,1.0
74694,-37.901805,145.061689,18 Coling Avenue,CARNEGIE,MELBOURNE,19919.0,1.3852030002710796,22.0,1.0,23.0,11.0,8.0,5.0
12910,-37.694799,144.752446,3 Michael Court,HILLSIDE,GREATER DANDENONG,20000.0,2.0399049528906734,34.0,1.0,36.0,9.0,6.0,3.0
87055,-37.923597,144.993868,71 New Street,BRIGHTON,HUME,19950.0,0.5240934359135696,not available,0.0,332.0,214.0,155.0,80.0
87672,-37.93255,145.011384,38 Imbros Street,HAMPTON,WYNDHAM,19949.0,1.0594652823682906,not available,0.0,99.0,43.0,33.0,20.0
29136,-37.800899,144.996012,81 Stafford Street,ABBOTSFORD,BANYULE,19975.0,0.23750528907353183,18.0,1.0,22.0,12.0,7.0,4.0
53386,-37.824584,145.006028,49 Edinburgh Street,RICHMOND,EAST GIPPSLAND,19906.0,0.3574807593282705,8.0,1.0,1.0,0.0,0.0,0.0
57683,-37.822018,145.149643,16 Main Street,BLACKBURN,GREATER GEELONG,19898.0,0.21919779674450382,26.0,1.0,1.0,2.0,2.0,1.0
38121,-37.781097,145.020847,22 Broomfield Avenue,ALPHINGTON,BANYULE,19930.0,0.4077026159203075,26.0,1.0,22.0,12.0,7.0,4.0
70473,-37.880714,145.092072,10 Waverley Road,CHADSTONE,MELTON,19839.0,0.7134477016778344,not available,0.0,87.0,28.0,19.0,10.0
30971,-37.75959,145.017258,221 Gooch Street,THORNBURY,LATROBE,20014.0,1.7204122959862684,31.0,1.0,2.0,2.0,1.0,0.0
64844,-37.807606,145.270203,72A Bayswater Road,CROYDON,CARDINIA,19878.0,1.6342918573892562,42.0,1.0,25.0,10.0,5.0,3.0
1679,-37.80967,144.882167,110 Chirnside Street,KINGSVILLE,ALPINE,20023.0,0.9181114542151415,15.0,1.0,0.0,0.0,0.0,0.0
43306,-37.718779,145.087668,8 Leigh Court,MACLEOD,WANGARATTA,19984.0,0.9350840700207276,42.0,1.0,0.0,0.0,0.0,0.0
80432,-38.005308,145.148707,64 Marriott Drive,KEYSBOROUGH,KINGSTON,19862.0,4.756166641048375,51.0,1.0,13.0,4.0,2.0,1.0
55793,-37.844631,145.071395,556 Camberwell Road,CAMBERWELL,MELBOURNE,19850.0,0.37309350755538223,23.0,1.0,23.0,11.0,8.0,5.0
81532,-37.972473,145.215495,8 Vizard Street,DANDENONG,CARDINIA,19888.0,2.0122043082589083,46.0,1.0,25.0,10.0,5.0,3.0
82452,-37.994596,145.252276,9 Cone Street,EUMEMMERRING,PYRENEES,19885.0,2.9989930030090837,50.0,1.0,0.0,0.0,0.0,0.0
32517,-37.733387,144.995075,29B Paywit Street,PRESTON,BOROONDARA,20012.0,0.7591717301846989,35.0,1.0,12.0,3.0,2.0,1.0
48913,-37.809902,145.083599,10 Yarrbat Avenue,BALWYN,HOBSONS BAY,19893.0,1.636734058832141,20.0,1.0,20.0,14.0,15.0,10.0
5599,-37.787251,144.846782,2/1 Treloar Court,BRAYBROOK,HUME,20021.0,1.2314871657143016,20.0,1.0,332.0,214.0,155.0,80.0
29649,-37.782791,144.993804,2 McLachlan Street,NORTHCOTE,MURRINDINDI,20019.0,0.13173423191794129,25.0,1.0,0.0,0.0,0.0,0.0
94428,-37.959701,145.078144,72 St Andrews Drive,HEATHERTON,SOUTH GIPPSLAND,19866.0,2.209794877592203,40.0,1.0,2.0,0.0,0.0,0.0
86643,-37.902472,144.998811,36 Cochrane Street,BRIGHTON,HUME,19952.0,0.4281769368026262,not available,0.0,332.0,214.0,155.0,80.0
32624,-37.743871,145.015948,33 Ruby Street,PRESTON,BOROONDARA,20013.0,1.4028413329533063,33.0,1.0,12.0,3.0,2.0,1.0
19236,-37.677837,144.910396,85 Dimboola Road,BROADMEADOWS,WODONGA,20030.0,0.998023640552406,32.0,1.0,3.0,0.0,0.0,0.0
1424,-37.794464,144.887466,8 Adelaide Street,FOOTSCRAY,WHITTLESEA,20023.0,0.8390038230597642,15.0,1.0,152.0,69.0,45.0,23.0
93333,-38.013657,145.090898,4/28 Nepean Highway (enter Watkins St),ASPENDALE,YARRIAMBIACK,19863.0,0.8371276340227722,48.0,1.0,0.0,0.0,0.0,0.0
40741,-37.684467,145.063022,5 Carbeen Drive,BUNDOORA,WODONGA,19984.0,3.4703297309095285,42.0,1.0,3.0,0.0,0.0,0.0
46155,-37.727139,145.131319,57 Reichelt Avenue,MONTMORENCY,PORT PHILLIP,19986.0,1.5757596642021043,48.0,1.0,25.0,8.0,5.0,3.0
92203,-37.982254,145.079742,3 Glenelg Drive,MENTONE,WEST WIMMERA,19864.0,1.2416808223415257,45.0,1.0,0.0,0.0,0.0,0.0
35837,-37.685231,145.034899,10 Loddon Court,THOMASTOWN,CAMPASPE,20007.0,1.8964713675763323,46.0,1.0,0.0,0.0,0.0,0.0
95383,-37.910006,145.046094,28 Chalmers Street,MCKINNON,HORSHAM,19940.0,0.6854400645258668,28.0,1.0,0.0,0.0,0.0,0.0
34252,-37.723109,144.997978,20 Locksley Avenue,RESERVOIR,EAST GIPPSLAND,20011.0,0.724888714026173,37.0,1.0,1.0,0.0,0.0,0.0
55009,-37.842791,145.080071,13 Nevis Street,CAMBERWELL,MELBOURNE,19850.0,0.41824489790625347,23.0,1.0,23.0,11.0,8.0,5.0
85395,-37.881458,144.997513,212 Hotham Street,ELSTERNWICK,MORELAND,19954.0,0.4722130057547284,not available,0.0,111.0,50.0,47.0,25.0
55288,-37.836771,145.087763,21 Lockhart Street,CAMBERWELL,MELBOURNE,19850.0,1.3400345649187806,23.0,1.0,23.0,11.0,8.0,5.0
49705,-37.812648,145.090365,7 Parring Road,BALWYN,HOBSONS BAY,19894.0,1.3057725272943332,22.0,1.0,20.0,14.0,15.0,10.0
58358,-37.812065,145.147107,8 Suffolk Street,BLACKBURN,GREATER GEELONG,19898.0,0.9271059775824501,26.0,1.0,1.0,2.0,2.0,1.0
28767,-37.804845,144.995181,109 Charles Street,ABBOTSFORD,BANYULE,19976.0,0.1308035602838276,17.0,1.0,22.0,12.0,7.0,4.0
29226,-37.76846,144.9898,105 Arthurton Road,NORTHCOTE,MURRINDINDI,20016.0,0.5067184158827545,28.0,1.0,0.0,0.0,0.0,0.0
61029,-37.806874,145.238133,1 Prospect Court,RINGWOOD,MACEDON RANGES,19879.0,1.2025418311761293,38.0,1.0,1.0,1.0,1.0,0.0
63341,-37.802212,145.292159,10 Inglewood Close,CROYDON,CARDINIA,19878.0,1.2660571609045732,42.0,1.0,25.0,10.0,5.0,3.0
86599,-37.888344,144.998319,33 Ebden Street,BRIGHTON,HUME,19954.0,0.4594713928640502,not available,0.0,332.0,214.0,155.0,80.0
27885,-37.59345,144.93027,9 Beacon Hills Crescent,CRAIGIEBURN,YARRA RANGES,40221.0,1.480642061655817,41.0,1.0,5.0,3.0,2.0,1.0
25526,-37.582319,144.938095,15 William Hovel Pass,CRAIGIEBURN,YARRA RANGES,40221.0,2.2188466176893074,41.0,1.0,5.0,3.0,2.0,1.0
39567,-37.705217,145.051487,12 SnakeGully Drive,BUNDOORA,WODONGA,19983.0,2.7885456569843337,39.0,1.0,3.0,0.0,0.0,0.0
62675,-37.835297,145.250656,2 Pett Court,HEATHMONT,HORSHAM,19871.0,0.9436607101363012,37.0,1.0,0.0,0.0,0.0,0.0
29299,-37.775846,144.993218,117 Clarke Street,NORTHCOTE,MURRINDINDI,20017.0,0.22375465137221745,26.0,1.0,0.0,0.0,0.0,0.0
27758,-37.581901,144.909267,8 Dempster Drive,CRAIGIEBURN,YARRA RANGES,40221.0,3.7332369761984916,41.0,1.0,5.0,3.0,2.0,1.0
